1000 outputs of genrand64_int64()
18032628777615616150   740284603887467143  1192962065219695441  7931148906626169507    67551352629280514 
17396212846587472058 14592650005657990259  6403910098299803584 15564737748975254216 15102001777141384920 
  294951496551707997  4963824594335254577  3820027875303607454  9739711047268441870 10892278883835029164 
13611662449694629329 17812392299497120747  1412220421810235278  3040726555940801368  6117460382420220687 
 1490926442286725254 18376183635074681121 16908203302470674383  4195163103311834301  1456780638323736315 
  572739325311020854 11673926195382657024  9615745146345299771  1684978873714698280  3355506014015950916 
17781408521780005993  7486235564064028182 10323460450971757272   926186273592762330  3432587381002156578 
 1479827964257149333 14730335608017492318  6114935148152321037  3158707849644890375 12253185833394476934 
14727941556680696109 14110187036619876750  9713342354103234195 15909263683386547064  3367914597809528507 
 1701415259300217212 15271298915107313830  2570745599302803397  4457048907814654244 12185775651427941651 
13506642634160061198  7946341748777970272  7688279160225820256 16158894756669158690 11228829594459768553 
13409374477703348306 15269991566117177919  5341376370698064936  1555122103322877789  8565192100827604683 
 2453637202668599136  7526872445138745926 17325984449481878181 12159048736748378287  2344347275658129649 
 4497419000477325601 14780934331375203611 15143113128592834221  5323823232067883362 17866981066275497615 
 8780795037917258358  1011829571097376147  7758014460448339204 15527668253526064252  1209256222383162817 
 9887108488596559152  8659368334968778065  9904965932251985994  4234919031261429946 17888442046591510948 
12196423833553057771  2736539964881790348  2206804945567793278  1863436926117004778 18185675187997886733 
 2313206624948587067 16132972298248645272  6255440925136881531  9572803109282981254 15714379779646561547 
 7725192490957979838 14710862396175088980 14093835587874366608 15254341226890698687 12425206062032169150 
  947713543757200816  2823075960022300942 11967115126924643680  3276314498921251445 16227576529473482539 
 5950432911500896230  5079250969721472265  7538082761570732286 14531770717106830377 14786357843642954924 
 4233767941894603708  3997329639880719381  9085557729704158993 11387921389447292853  5284143923336259529 
 7007613051420679191 15007447192074846317  4483096906184788937  4391351752163215440  6778222721012595332 
17608455112437834464  1057053034670903424  6456018703071806106  2109500746962321254  3286726775429678267 
14585287787480129914  7842835369288796987  1947418865505832628 17528586080734285850  3638658833335630288 
10559655332930366168 12253560586373141977  4123149031228135429  5307507827303005137  7795171283901006272 
17928053398074634575  9427365729783722961 10028578707097434994  9035545350524050883  7748197350582525826 
  656446865601334511  4917103964801947963 13716200707495860241  9672041367724743125  5164919627631830515 
16607641878967261098 18014595974662785352  3375444858420948286 17654897047833804287 10193299841967477933 
15042719413139651986 12514107578806827027  1477107831077125546  8226843398558851435  1045340738376054975 
 3699769836529613984  4449620532567677635 14486257456917130765  7441751500649517841  9351579697714569992 
    3207468276033978 11144143828197004914 17733433776144211092  9470042217193415473 17152291616772197628 
16666653329675064406 15084240718007262801  5689160547003779903 12911449762591674823  9174640118905543931 
 9828438682055177072  4835208220235667595 10522082484288354390 11708757534213909564 13026518706965773890 
 5274455228333546015  6479330434058489093  9686201850431789710  1970280305416260489  8901106209271789974 
15200313967935461947  5523760947479728547 15632959282324467889  6907651992543172081  3261861525094305624 
 7264109845665949271 16408980513959368782  5577711448071999892  3695981281419444586 12621283741487004927 
18183777790864036870 13070714962036649327  3758629862747006145  3387921155356117216 10395519517161225749 
 8509033259008243676 16632393560488202855 11951639675214424667  5371200925793363140 13836589864360546077 
 4018553824256862883  2295503437301233254 11562821961256226257  1538541802420497022 18202417546903662678 
 7167365034134956382  9514959171862647911  8720496352239720670 10802773724492906199 14612926515575169470 
 8072789456838147167  9291147428052923890  1737964326527092334 16732205430248736307 11342168020925454693 
 6082257568791768006  8547018944180307534  8436114114831217125 17748213850929065109  3238760996803238853 
 3687503961789352743  1679489169868009538 12597138512536890371  7414498402386064988  6155056550123748849 
10729321116158711785  4946204185089676687 11148936823552991929  4491321603594329372  3657391842198624303 
 6397619881664830442 14432024012379351785  5435341970498868737 12906814660853718896  2134690522436486986 
17208514755944472115  6172243257675374165  6083024413482791127 12947356450821153153 10409235038163385985 
 7469555598418737559 17156416494080214180 15023004293021763551  6988217146167850882 10122265157018107638 
 3205615195092783849  1794739093425862472 13650416305780888273  1461855115766683557  5995331249748491161 
 8457808264043175861  5931563789911153899 18357944684984068788 10226535458766087886  4773366329568204773 
17638512401427010239  3922166094467838090  8191128668333508795  7859812459553259336 15076519572996986336 
  420850521054915170  1848613256700071456 15583486918542238631  6730480640191807515  5514264356799728755 
13084475700010123022 15972240876045594951 14518643524676965003 11693645214584254431 15614934259217170669 
10647948341396018860  7251462542384743921  9757816276506558898 11424418452349078102  7514708485052187906 
16068138047797421172  6457579244344521631  4335067693443667138 12593680499727296605  9333289759883883410 
 8731440826090408686  2969553381638140306  1147320810825643281 14449220427389538822 12913628857644809619 
 3641534819079143881  3290437215106494583  5813398166363213336  6816547973660104531 16598385745232148202 
 6846946928872792426  4492684887298994010  7531377236915616419 11903959133169634416 16262977984598513532 
13023638517818388586 17073784021741661869 10731533897048864133 16788072671991495804  6757608465542350649 
  838366689475969290  8725600815907046269 11915639083883445859 12780549922916688427  8097579043538827737 
