1000 outputs of genrand64_int64()
12495950309458289112  8163910988915845065 17447112683145787935 14392119910362097645  7164909824801924305 
17038754296801418064 10871240116890307231 12692713980656253045 10435959733805108698  5542897018756383954 
   98487367490277021 17386448225100596231  6618130917046297664 11185850932194734465  6258784204361736298 
15470591448744600493  1228034375574790036  3689720177606084688 16493736527078497911 10688051708596105828 
11077822231351523701  3627695633313197631 17912311754846116334  9238946905415708592 14743153882091412903 
 2125075071367456437 11983362551478299782 17642251530178092748  3292057878643970312 14989996673842858932 
15097090051882565405 16135405583327955709  6081631939863756195 12209602490468454049  1734444105917973453 
17728590876685285096 13860922205757719120   174155389043587037 11899971124020209688  1746897726404417192 
 4155900931256567751  2610624293869365999 14493077733882663885 14406489163666555293  4496878660836856802 
12689495736179728797 15558605618034431732  2234455929375260932  9085206698441585607 16642250002656604236 
 1584287718128302462  8292821843299363478   877536854175638167  7193716227964242112 10004596841568809127 
 9869334076374291131  3398383993029652639 15405923399534642290  9433754367633933515  8655618112281824397 
 1178561946370596498 10308736864683384859  4345758694144515639   564568675238863462  7991935371287946153 
 5988853512501184990  7587359889414460131 10062955660600856180  9511434324595372078 16622756298044352151 
 4693115305855014337  2333932131584200574  8045771705964210095  5113511543094814461 16368097669382095093 
11801667439383100225  8649147310418570235  9900706587906315169 16329534337496452398  3395236962786256011 
16158043912871228340  7378616204781784596  4879075937716210295 10217980585425969684 10916891340731265300 
16256686534242876902  5650371133755859204 10993848825294967196 15185020478961314774 16697865845280189044 
15079688494538231841  5700753443535047438  6928114955200218164 17842974529525790449 17119956182679471346 
17689664310513805099 14670028933873349829  3458231917501202796  7464096620972936360 13294274558625463691 
16686306262290390572  7745445073683593785  5539620110163992293  4528125245643073142 16645161388461116492 
12625102481227936357 13814545972056374084  5652901614602333917  3831850820029447444 16471805643684303739 
17878855495841640653  5554379263674471498  2874209862561657404  2053901861015253639 17858376022825081736 
14111604021917068471   447670793149849345 16888297330864147585  2560079113510737382  6652464927313906967 
10080431364094804707 11937175318259257250 14056679940404246827  9188262108559163828 18010561409636955007 
17327246470263283291  5184830091482197355 16611614982655113703  9345055676755691440  7969355224550961278 
 5683763079327147403  4017691990060018211  5399751476441098318 18369601850610072496  8551901723014571945 
16619211118481302217 11215462639659059722  6671446836364521303  1773085253815801283 10566919244928498424 
15440236570434963510 14477626866089431025  4967481217026754109 10166621371037212521  8715953721949165914 
12413008106786378298  9286966370864297921 18072272218791471679 14220599719047723946 14410374455036339394 
 1253539600527151452 16791717538973910122 10827660883250956336  3946838683388593938  1771230743247253297 
 1154603600208573139  7306977638360998929  3930635905425797269  7199349948467614998  2867150859706520727 
17476774896055090203  6125395930950793888 14689077591929863533  4498105397179594728 15754221650532939210 
 6537922926255652229  5099062629677461719 10916473562885770733  3636012091370339555  8450152714275092571 
 9758711202396055164 10710925841620167767 13159958215842995496 11627210044882961185  8935765519680104208 
 9332492364953241373  5909124375246017485 13985506521138615775  1303958630037768225 13609438524727022880 
 1896243500437358265  7485221187479625366 10137906853854844556  5140738017540456853  3151810951369760752 
17254334791106884076  7133437454957542416  2359613838605141382 11489463878503859555   211489857099440318 
12904751132840925603  4903302056353632476 12005956096539832522  6258040088975571051 17157648638384798971 
10898400550214845831  1422683570866072421  5152054948656365490 15503806376271839522 12497929065701833799 
13968333998351916536 12905636491868109697  9095840803293634271   501986818222239308  7406125292524577401 
 5952946096849189992 13310347166855441437 13584999890645348527  2444532204761813308 15147078260986353743 
11788891726633128384 10932061142249551612  1508683187985832560    94006125531039568 15036923489838770462 
 8262877459230481507  2325271412380009809 14442928425080519668 17394488408742694021  4139802547896468323 
 5653451171409491458  8963863813298477630  5929640065776067164  9493401528633302958  5532605193804776230 
17519791603305066744 17756653994494504673  5872647348017825955  5941627308817203001  1258756870160721652 
17456505181969019235  9015703277536437568 17322420818270634060  5063485445321893624 16370461499447432032 
 4079107697896571880 17016339521277113223 14814338644632146791   833544421552359794  3770967681398063318 
 8186427973748409590 14929688678805999250 12009362073761636197 16744140477457329223  9545559098381108694 
10423784834076599441 15914841311872382019  1471655339926535083  2499338702070191527  7128652924157410357 
10527412013439378533 11551067577798376760 10498691455561573788 16023606110527022959  1015560187870867288 
 5732135455764861179  9034787302714061997  7264760621983650636 12213872375447877738  9070097495112909852 
11532020959240937750 17811219747378277347  9537094628547599955  7118619583649433853  8725038598376398407 
 9158584552689078899 10744857916346228035  7258911572855675855 14330255361568578079  3748765640649605315 
 5232481996450190833 15718945679565922530 13231529968572059680  9621193090365381892  5575190129910992153 
 4655698626914310795   303869626683308436 15425431906768907873 14717795001837754076  9702815202545446051 
 5854505911994218808 16125140183257488157 14272331781865274218 13233592664265291804 15936525345954181778 
16663326104948626161 13842408265177120969   244235238841304562 12165320053313354709 11963086257591326913 
17960885865872440504 15735851302039475538  2095571196692730742  4118862880767270510 14277542271075215716 
11024601503019548999  5108612003520858370  2922183988479268634 17872610734775681351  7889267306817685069 
13736223116955335445 13189842784919071158  6573497636934294985  2182069746251249626  9596375912415954181 
 5165434530523709687  5337918815681587360  5896852777306805466  1549867525029444173  9802958483172500330 
12834670353006595599 16873589302802604739   267321472564669604 18374530798836918404  4151193937135235213 
 6027558955649257562  2061613572501934947  9816294280853218627  7611249287571213125  3630874793827521929 
 9557330709741508548 11440268755862991687  7961663191940746379  7904381750697872246  6121084816365193548 
16210294480506049979  1719491196740780718 17043508503619240464 15414478159325248084 10121172957328340416 
 7028813806858611151  8989263616832679457   258279812410553113  5640689691978372240  6806006468331436229 
 1836193907645118337 13185841108004852987  4063945822617864367   212527236123419736 16761090078899239039 
13502561344944233145 13761092191369279471  1356362270855918240 10712309638570787208  4008291599118242126 
14669050306458470608 10118746599393193754  9790212516401419793 10662813410380251544 17296324605971080240 
18354978053706042443 14287434324961672482  1189841965399791807 13705148516250095972  9461628779275133661 
16526624725181146800  6998272110464078227    49447760297836786  7070268015017254263  8899647715152157327 
 8094483307722383890  1463765317924332764 17242916460508461584 16883326143052769590 13926974045382849845 
16490763421230245520  8787527644058352385  3854579590884963270  4614294255126457805  5429256949894461212 
 5443039287055657334  4852770307925443446 12800497905946995252 17742707139574599360  5569364201016239726 
13481029227345842654 16014657112333953538  4061981261245194579  4749046971955909122  9368436648252091451 
 6823302430417038977 12895489175986012150  8597773265622674344 14084845448217749631 13059456938759276896 
 9856279224341888230 10697842291016692053 14997667524876971788  9928934536268191239  9805818941861075732 
 1299454823195467876  8061861176170971653 17772640314809050123  7069821039337212242  5079158255213688603 
11883734378078698250  9083917050958979038 14803711976676448058  5001558951770564054  6531928616511419309 
 4603208727946246679 11772279766830483272 15950601895797283063 16159688628124098750   925794385486022733 
 7410640157000370406 16242187331102105986  4154346176836975940  2231511645322486685  9096239145465767657 
  401178002538145908   778141951640614156 13616975510394045540  9758136040245325319  7351100758670684005 
12632019713805796822  3753549865347062782 16964293781655992555 11830373366544029934 16367985433236383865 
18411702751911689810 15571784127937486994  8793607431010904928 17945245471102762735 13579589683821686782 
 1327401660993718892 16785636260148314273 17199846708052524242  2140556112217940319 11737592080953978778 
10205187746985303135  8228806267586202136 17500319919934866028  7215931392667522896 16114080837447501011 
 5380007355452986726  8340966945732818328 10288441393856415600 17895206615948223171  9973905034039434806 
 1052012172556971567 17952494129626774216  5011641725616507819  6020530435096005270   106878229071217487 
 6137985746439960091 14626348017237999594  2166405836039759517   986718750830260325  3586087569105770250 
  392356728055070911  1629800010097592715  6486936679689996865   971913491984755660 15368760187808610489 
18003743045867721272 14213208921278862922  9045147898881190206  7538188622542016120 10328676083935186984 
 3686556059815801083    21358380880283114  3587404764331836720 10789713145986166717 10929467455869569914 
12424208562681053502 16407094379350739885 10346161958519974518 13457018739200398236  3554809676371918323 
10310452030210210443  5530331728153604767  5875168254508142102  6978897557691658885  7023750862015557402 
14990089267106431836 15100645006279745621 11206410727236149730 18066019240858844397 14077102098838652776 
17831772595634721089   244818262917179416 16820238839215485207 16445227467701358098 13382035656064954147 
 3486553820660803191   553539733257938149 18158153887001598457  4136633468418461471 17357164755524182583 
18077738338048873946 18315234762712436766 10021024435838092729 13452834536767588356   934986170147327685 
11801909902679798108  3475472413711833685  4821422950194178335  2507330183099377351  9271824625631881837 
 3212476317760273111 12396909146684869965 14719326790251401841  7737776576364685076    55181203587233339 
  333978952485384633 13395406503029472631 11096181562956306681 13183271944425619462 15107624601929421949 
13064841999726730663  9516201126211313437 17225568843320877943 12948654235447394256  7872594364004655893 
 2032365669661887239 17527806229592474352 13045859048682771460 13146815326980393935  5119829412918715481 
 5615302773656950670  2651934555214824813 12048516190864342088  3115228119620381147  3287791679746381298 
11044249972945938253 16326092020654045440  3175439299301262284  5993316360620509555  5193014007100562507 
